"category","rank","titles","prices"
"CD",32,"Stone Soup - Audio (Read Along Book & CD)","$7.92"
"CD",33,"The Secret (Unabridged, 4-CD Set)","$9.71"
"CD",34,"Wee Sing Children's Songs and Fingerplays","$8.72"
"CD",35,"Pimsleur Spanish Conversational Course - Level 1 Lessons 1-16 CD: Learn to Speak and Understand Latin American Spanish with Pimsleur Language Programs (English and Spanish Edition)","$29.49"
"CD",36,"In Him Was Life: The Story of the Life and Ministry of Jesus Christ","$8.96"
"CD",37,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","$18.87"
"CD",38,"Recovery: Freedom from Our Addictions","$24.78"
"CD",39,"Ventures Level 3 Value Pack (Student's Book with Audio CD and Workbook with Audio CD)","$29.29"
"CD",40,"Spanish For Dummies Audio Set","$9.82"
"CD",41,"Hardcore Twenty-Four: A Stephanie Plum Novel","$21.08"
"CD",42,"Emotional Intelligence 2.0","$17.36"
"CD",43,"Al Franken, Giant of the Senate","$18.73"
"CD",44,"Pimsleur French Conversational Course - Level 1 Lessons 1-16 CD: Learn to Speak and Understand French with Pimsleur Language Programs","$32.26"
"CD",45,"The Whistler","$10.73"
"CD",46,"Haunted (Michael Bennett)","$24.48"
"CD",47,"The Four Agreements: A Practical Guide to Personal Freedom","$12.50"
"CD",48,"Go Pro: 7 Steps to Becoming a Network Marketing Professional (3 CD AudioBook)","$10.00"
"CD",49,"The Power","$22.32"
"CD",50,"Billionaire at the Barricades: The Populist Revolution from Reagan to Trump","$25.94"
"CD",51,"Up in the Air: 6 Stories on True Friendship and Reconciliation (Adventures in Odyssey)","$14.97"
"CD",52,"Vital Information and Review Questions for the NCE, CPCE and State Counseling Exams: Special 15th Anniversary Edition","$89.15"
"CD",53,"Alexander Hamilton","$19.49"
"CD",54,"Chicka Chicka Boom Boom (Book & CD)","$5.96"
"CD",55,"The Hiding Place (Radio Theatre)","$10.45"
"CD",56,"The Lion, the Witch and the Wardrobe CD (Chronicles of Narnia)","$8.49"
"CD",57,"Giraffes Can't Dance: Audiobook Read-Along (Paperback and CD)","$6.12"
"CD",58,"Astrophysics for People in a Hurry","$16.38"
"CD",59,"Harry Potter and the Sorcerer's Stone","$18.25"
"CD",60,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","$22.60"
"CD",61,"Living Language Arabic, Complete Edition: Beginner through advanced course, including 3 coursebooks, 9 audio CDs, Arabic script guide, and free online learning","$30.36"
"CD",62,"The Paradigm: The Ancient Blueprint That Holds the Mystery of Our Times","$14.56"
"CD",63,"Lincoln in the Bardo: A Novel","$25.41"
"CD",64,"Seeking Heaven: Sound Journeys into the Beyond","$15.98"
"CD",65,"Stephen R. Covey's The 4 Disciplines of Execution: The Secret To Getting Things Done, On Time, With Excellence - Live Performance","$9.99"
"CD",66,"Y is for Yesterday (A Kinsey Millhone Novel)","$24.51"
"CD",67,"Unshakeable: How to Thrive (Not Just Survive) in the Coming Financial Correction","$21.72"
"CD",68,"The Gifts of Imperfect Parenting: Raising Children with Courage, Compassion, and Connection","$13.54"
"CD",69,"The Little Old Lady Who Was Not Afraid of Anything Book and CD (Share a Story)","$8.47"
"CD",70,"End Game (Will Robie Series)","$25.95"
"CD",71,"The Power of Vulnerability: Teachings on Authenticity, Connection and Courage","$52.72"
"CD",72,"Camino Island: A Novel","$24.45"
"CD",73,"Extreme Ownership: How U.S. Navy SEALs Lead and Win","$28.35"
"CD",74,"Harry Potter and the Chamber of Secrets (Book 2)","$28.19"
"CD",75,"Nora Roberts Three Sisters Island CD Collection: Dance Upon the Air, Heaven and Earth, Face the Fire (Three Sisters Island Trilogy)","$14.09"
"CD",76,"Principles: Life and Work","$25.94"
"CD",77,"Holy Bible (King James Version)","$58.52"
"CD",78,"Food Can Fix It: The Superfood Switch to Fight Fat, Defy Aging, and Eat Your Way Healthy","$19.68"
"CD",79,"Pimsleur Spanish Basic Course - Level 1 Lessons 1-10 CD: Learn to Speak and Understand Basic Spanish with Pimsleur Language Programs","$19.05"
"CD",80,"Manhattan Beach: A Novel","$25.94"
"CD",81,"To Be Where You Are (A Mitford Novel)","$31.06"
"CD",82,"Turtles All the Way Down","$24.46"
"CD",83,"Crucial Conversations: Tools for Talking When Stakes Are High, Second Edition","$9.99"
"CD",84,"The Hollywood Commandments: A Spiritual Guide to Secular Success","$26.08"
"CD",85,"Wonder","$11.69"
"CD",86,"Living Language Mandarin Chinese, Complete Edition: Beginner through advanced course, including 3 coursebooks, 9 audio CDs, Chinese character guide, and free online learning","$35.24"
"CD",87,"Magic Tree House Collection: Books 1-8: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, Pirates Past Noon, Night of the Ninjas, ... the Amazon, and more! (Magic Tree House (R))","$16.25"
"CD",88,"Sleeping Beauties: A Novel","$17.02"
"CD",89,"The Power of Now: A Guide to Spiritual Enlightenment","$25.98"
"CD",90,"Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans","$15.03"
"CD",91,"Killing Kryptonite: Destroy What Steals Your Strength","$19.99"
"CD",92,"The Story of the World: History for the Classical Child, Vol. 3: Early Modern Times, 2nd Edition (9 CDs)","$28.74"
"CD",93,"Men, Women, and Worthiness: The Experience of Shame and the Power of Being Enough","$14.29"
"CD",94,"Bill O'Reilly's Legends and Lies: The Civil War","$18.89"
"CD",95,"Uncommon Type: Some Stories","$28.77"
"CD",96,"Drive Time Spanish: Beginner Level","$11.97"
"CD",97,"Wee Sing America","$9.17"
"CD",98,"House of Unexpected Sisters, The (No. 1 Ladies Detective Agency)","$26.48"
"CD",99,"Harry Potter and the Deathly Hallows","$47.42"
"CD",100,"How To Win Friends And Influence People Deluxe 75th Anniversary Edition","$25.34"
"Business Money",1,"Misbehaving: The Making of Behavioral Economics","$9.99"
"Business Money",2,"The Death of the Banker: The Decline and Fall of the Great Financial Dynasties and the Triumph of the Small Investor","$0.00 with Trial"
"Business Money",3,"Discipline Equals Freedom: Field Manual","$14.99"
"Business Money",4,"The Code of the Extraordinary Mind: 10 Unconventional Laws to Redefine Your Life and Succeed On Your Own Terms","$9.99"
"Business Money",5,"Principles: Life and Work","$0.00 with Trial"
"Business Money",6,"The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers","$2.99"
"Business Money",7,"Enchantment: The Art of Changing Hearts, Minds, and Actions","$1.99"
"Business Money",8,"StrengthsFinder 2.0","$17.19"
"Business Money",9,"Principles: Life and Work","$18.00"
"Business Money",10,"The Power of Habit: Why We Do What We Do in Life and Business","$0.00 with Trial"
"Business Money",11,"Stick with It: A Scientifically Proven Process for Changing Your Life-for Good","$0.99"
"Business Money",12,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","$0.00 with Trial"
"Business Money",13,"Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want","$11.68"
"Business Money",14,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money - That the Poor and Middle Class Do Not!","$0.00 with Trial"
"Business Money",15,"Extreme Ownership: How U.S. Navy SEALs Lead and Win","$0.00 with Trial"
"Business Money",16,"How to Work From Home and Make Money in 2017: 13 Proven Home-Based Businesses You Can Start Today (Work from Home Series: Book 1)","$2.99"
"Business Money",17,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","$8.99"
"Business Money",18,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","$9.79"
"Business Money",19,"High Performance Habits: How Extraordinary People Become That Way","$0.00 with Trial"
"Business Money",20,"Mindset: The New Psychology of Success","$10.20"
"Business Money",21,"Discipline Equals Freedom: Field Manual","$11.99"
"Business Money",22,"Nudge: Improving Decisions About Health, Wealth, and Happiness","$10.83"
"Business Money",23,"Thinking, Fast and Slow","$9.60"
"Business Money",24,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness","$14.49"
"Business Money",25,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","$10.91"
"Business Money",26,"Never Split the Difference: Negotiating as if Your Life Depended on It","$0.00 with Trial"
"Business Money",27,"Shoe Dog: A Memoir by the Creator of Nike","$0.00 with Trial"
"Business Money",28,"Start with Why: How Great Leaders Inspire Everyone to Take Action","$14.40"
"Business Money",29,"Start with Why: How Great Leaders Inspire Everyone to Take Action","$0.00 with Trial"
"Business Money",30,"Principles: Life and Work","$14.99"
"Business Money",31,"The Hollywood Commandments: A Spiritual Guide to Secular Success","$17.10"
"Business Money",32,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","$0.00 with Trial"
"Business Money",33,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","$7.19"
"Business Money",34,"The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition) (Collins Business Essentials)","$12.98"
"Business Money",35,"Extreme Ownership: How U.S. Navy SEALs Lead and Win","$18.35"
"Business Money",36,"The Five Dysfunctions of a Team: A Leadership Fable","$11.83"
"Business Money",37,"The 10X Rule: The Only Difference Between Success and Failure","$0.00 with Trial"
"Business Money",38,"High Performance Habits: How Extraordinary People Become That Way","$16.19"
"Business Money",39,"48 Laws of Power","$0.00 with Trial"
"Business Money",40,"Way of the Wolf: Straight Line Selling: Master the Art of Persuasion, Influence, and Success","$0.00 with Trial"
"Business Money",41,"Grit: The Power of Passion and Perseverance","$0.00 with Trial"
"Business Money",42,"Algorithms to Live By: The Computer Science of Human Decisions","$0.00 with Trial"
"Business Money",43,"Think and Grow Rich","$0.00 with Trial"
"Business Money",44,"The Total Money Makeover: A Proven Plan for Financial Fitness","$0.00 with Trial"
"Business Money",45,"Smarter Faster Better: The Transformative Power of Real Productivity","$2.99"
"Business Money",46,"You Are a Badass at Making Money: Master the Mindset of Wealth","$0.00 with Trial"
"Business Money",47,"Find Your Why: A Practical Guide for Discovering Purpose for You and Your Team","$0.00 with Trial"
"Business Money",48,"The Power of Habit: Why We Do What We Do in Life and Business","$10.56"
"Business Money",49,"The Art of Mental Training - A Guide to Performance Excellence","$7.99"
"Business Money",50,"Building a StoryBrand: Clarify Your Message So Customers Will Listen","$19.30"
"Business Money",51,"Unshakeable: Your Financial Freedom Playbook","$0.00 with Trial"
"Business Money",52,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive","$4.99"
"Business Money",53,"Grit: The Power of Passion and Perseverance","$19.17"
"Business Money",54,"Building a StoryBrand: Clarify Your Message So Customers Will Listen","$0.00 with Trial"
"Business Money",55,"Cracking the Coding Interview: 189 Programming Questions and Solutions","$37.95"
"Business Money",56,"Get Over Your Damn Self: The No-BS Blueprint to Building a Life-Changing Business","$13.32"
"Business Money",57,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google","$16.80"
"Business Money",58,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","$1.99"
"Business Money",59,"Emotional Intelligence 2.0","$18.46"
"Business Money",60,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","$11.30"
"Business Money",61,"The Millionaire Next Door","$9.83"
"Business Money",62,"The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life (Before 8AM)","$9.97"
"Business Money",63,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)","$0.00 with Trial"
"Business Money",64,"Soar!: Build Your Vision from the Ground Up","$14.99"
"Business Money",65,"Find Your Why: A Practical Guide for Discovering Purpose for You and Your Team","$13.59"
"Business Money",66,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","$15.31"
"Business Money",67,"Leaders Eat Last: Why Some Teams Pull Together and Others Don't","$13.39"
"Business Money",68,"Option B: Facing Adversity, Building Resilience, and Finding Joy","$15.80"
"Business Money",69,"Outliers: The Story of Success","$0.00 with Trial"
"Business Money",70,"The 48 Laws of Power","$19.63"
"Business Money",71,"Influence: The Psychology of Persuasion","$0.00 with Trial"
"Business Money",72,"Traction: Get a Grip on Your Business","$9.32"
"Business Money",73,"You're Only Old Once!: A Book for Obsolete Children","$9.29"
"Business Money",74,"Good to Great: Why Some Companies Make the Leap and Others Don't","$17.07"
"Business Money",75,"Tribe of Mentors: Short Life Advice from the Best in the World","$19.83"
"Business Money",76,"Declutter Your Mind: How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking","$3.99"
"Business Money",77,"Cryptoassets: The Innovative Investor's Guide to Bitcoin and Beyond","$21.99"
"Business Money",78,"Soar!: Build Your Vision from the Ground Up","$0.00 with Trial"
"Business Money",79,"Finding My Virginity: The New Autobiography","$0.00 with Trial"
"Business Money",80,"The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results","$14.01"
"Business Money",81,"Life 3.0: Being Human in the Age of Artificial Intelligence","$0.00 with Trial"
"Business Money",82,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","$0.00 with Trial"
"Business Money",83,"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy","$12.99"
"Business Money",84,"15 Minutes to a Better Interview: What I Wish EVERY Job Candidate Knew","$4.99"
"Business Money",85,"Deep Work: Rules for Focused Success in a Distracted World","$0.00 with Trial"
"Business Money",86,"Lean In: Women, Work, and the Will to Lead","$7.01"
"Business Money",87,"Win Bigly: Persuasion in a World Where Facts Don't Matter","$17.70"
"Business Money",88,"The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results","$0.00 with Trial"
"Business Money",89,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","$0.00 with Trial"
"Business Money",90,"Nudge: Improving Decisions About Health, Wealth, and Happiness","$13.99"
"Business Money",91,"Rising Strong: The Reckoning. The Rumble. The Revolution","$0.00 with Trial"
"Business Money",92,"The Hollywood Commandments: A Spiritual Guide to Secular Success","$0.00 with Trial"
"Business Money",93,"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (The 99U Book Series)","$5.99"
"Business Money",94,"Good to Great: Why Some Companies Make the Leap...And Others Don't","$0.00 with Trial"
"Business Money",95,"Serve No Master: How to Escape the 9-5, Start up an Online Business, Fire Your Boss and Become a Lifestyle Entrepreneur or Digital Nomad","$5.99"
"Business Money",96,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google","$0.00 with Trial"
"Business Money",97,"Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity","$18.35"
"Business Money",98,"Outliers: The Story of Success","$13.49"
"Business Money",99,"Job Free: Four Ways to Quit the Rat Race and Achieve Financial Freedom on Your Terms","$3.99"
"Business Money",100,"A Guide to the Project Management Body of Knowledge (PMBOK® Guide)<U+0096>Fifth Edition","$44.84"
"Calendars",1,"The Knot Ultimate Wedding Planner & Organizer [binder edition]: Worksheets, Checklists, Etiquette, Calendars, and Answers to Frequently Asked Questions","$23.59"
"Calendars",2,"Pusheen the Cat 2018 Wall Calendar","$9.41"
"Calendars",3,"Katie Daisy 2017 – 2018 On-the-Go Weekly Planner: 17-Month Calendar with Pocket","$13.49"
"Calendars",4,"The Little World of Liz Climo 2018 Day-to-Day Calendar","$8.99"
"Calendars",5,"Thomas Kinkade: The Disney Dreams Collection 2018 Wall Calendar","$10.39"
"Calendars",6,"365 Cats Page-A-Day Calendar 2018","$10.39"
"Calendars",7,"2018 National Park Foundation Wall Calendar","$10.39"
"Calendars",8,"Mom's Family Wall Calendar 2018","$10.50"
"Calendars",9,"Sierra Club Engagement Calendar 2018","$10.75"
